,subscribed
37771,0
30192,0
39603,1
16086,0
1565,0
20994,1
27081,0
37682,0
16737,0
27441,0
34063,0
34741,0
13753,0
16020,0
14954,0
21129,0
28515,0
1650,0
12159,0
10992,0
388,1
2282,0
31227,0
36233,0
19057,0
33890,0
17746,0
16013,1
4764,0
13707,0
243,0
39513,0
22153,0
40733,1
7425,0
38281,0
21081,0
8995,0
4126,0
36246,0
275,0
17559,0
13080,0
40037,1
38347,0
32763,0
35930,1
22243,0
23030,0
12523,0
19028,0
20444,0
12260,1
3216,0
29349,0
15354,0
25917,0
22075,0
16985,0
40790,0
31244,0
18271,0
20401,0
14681,1
15588,0
33443,0
26714,0
15515,0
11703,0
432,0
32900,0
3835,0
25386,0
902,0
17688,0
1697,0
23087,0
11428,0
5086,0
40531,1
12583,0
2151,0
20320,0
12164,0
38931,0
24633,0
6704,0
13572,0
30508,0
313,0
3855,0
23064,0
28095,0
37102,0
38912,1
20928,0
24100,0
171,0
15860,0
23703,0
29824,0
8302,0
23217,0
22610,0
22287,0
10674,0
39396,1
17907,0
12694,0
36786,0
21826,1
7739,0
34939,0
19120,0
16814,0
5907,0
1083,0
32091,0
3342,0
6494,0
1300,0
27274,0
1190,0
34911,0
12562,0
25317,0
30787,0
13188,0
17779,0
13838,0
9196,0
8331,0
8391,0
37995,0
12192,1
27371,0
9847,0
39869,1
33888,0
17885,0
40520,0
6300,0
21789,0
35322,0
25570,0
469,1
32767,0
40187,1
22000,0
25703,1
32579,1
4391,0
31342,0
23989,1
27841,1
1611,0
16770,0
27708,0
9504,0
25180,0
2256,1
38012,0
6744,0
24530,0
38526,0
29452,0
24275,0
15391,0
33797,0
7651,0
20931,0
18355,0
3235,0
28330,0
19806,0
39703,1
13162,0
17343,0
13156,0
37650,1
4405,0
4389,0
22366,0
29720,0
25086,0
10955,0
37880,0
25297,0
40576,0
6920,0
28211,0
26254,1
8562,0
21309,0
30314,1
25758,0
28740,1
38659,0
9552,0
9555,0
33479,0
25598,0
27956,0
23652,0
31047,0
27545,0
41047,1
3077,0
36055,1
17938,1
18094,0
11297,0
2198,0
31998,0
26031,0
26113,0
15707,0
38737,0
28633,0
19546,0
10982,0
21027,0
40439,0
940,0
17221,0
3042,0
10854,0
20171,0
11871,0
27073,0
38771,0
2214,0
15797,0
8243,1
13320,0
3847,0
20702,0
12357,0
19386,0
7143,0
24772,0
27719,1
37472,0
10796,0
15705,1
37394,1
1116,0
8739,0
27783,0
8255,0
26362,0
2122,0
3154,0
19205,0
18852,0
29910,0
40627,1
20902,0
13682,0
36852,0
15021,0
22015,0
28406,1
15044,0
18913,0
22674,0
24523,0
8135,0
24484,0
21637,0
9342,0
34959,0
11372,0
4031,0
9959,0
34481,0
13622,0
772,0
12862,1
34190,1
3054,0
26627,0
1895,0
5009,0
27803,0
14527,0
26763,1
19737,0
35933,0
10164,0
17014,0
15868,0
1693,0
3460,0
36739,1
8497,0
2606,0
16041,0
38819,0
16650,1
9302,0
8483,0
5253,0
7660,0
15809,0
17268,1
31054,0
1555,0
38346,1
16431,0
31703,0
26032,0
8050,0
5202,0
6821,0
15634,0
27017,0
26340,0
11037,0
24203,1
31298,0
10453,1
13248,0
30863,0
22382,0
33328,1
5775,0
18829,0
21400,0
32629,0
21549,0
3631,0
39451,0
2217,0
39694,0
28714,1
36835,1
14025,0
30253,0
3872,0
3170,0
35154,0
8047,0
154,0
6657,0
9682,0
30558,0
5021,0
30450,1
7786,0
29306,0
32443,0
4154,0
40714,1
511,0
35381,1
31877,0
34965,0
2558,0
1435,0
18021,1
35709,0
22491,0
10011,0
16748,0
18390,0
14617,0
31692,0
30302,1
15792,0
36100,0
37390,0
22892,0
44,0
4654,0
29416,0
26855,0
38440,1
16718,0
3533,0
9475,0
30428,0
40077,1
30312,0
1392,0
38839,1
26788,0
19644,0
30906,0
27871,0
38710,1
15393,0
39305,1
16708,0
15990,0
33949,0
16597,0
8931,0
4590,0
23822,0
36504,0
30986,0
536,0
31894,0
11518,0
24393,0
25035,0
28222,0
38434,1
29624,0
11202,0
20504,1
4427,0
36590,1
40976,1
192,0
25396,0
39093,0
31049,0
26992,0
7085,0
30037,1
20643,0
19780,0
17357,0
37314,0
32040,0
11602,0
8937,0
24814,0
13489,0
39321,1
13831,0
24406,0
39771,1
20687,0
11955,0
11897,0
15764,0
31822,0
24418,0
14177,0
3020,0
17004,0
15457,0
30697,0
7348,0
16997,0
31226,0
580,0
19005,0
17859,0
37528,1
1570,0
33274,0
36855,0
2727,0
9239,0
29232,0
29142,0
13615,0
26813,0
27546,0
34787,0
11015,0
26403,0
39415,0
19281,0
8075,0
23533,0
15327,0
20762,0
38909,0
1024,0
4601,0
18438,0
30597,0
8293,0
5611,1
33153,0
36646,1
34197,0
6850,0
18606,0
3043,0
39341,1
18499,0
1556,0
39882,0
14310,0
7907,0
7131,0
5785,0
32897,0
23816,0
4802,0
8504,0
13871,0
12466,0
9625,0
7397,0
1937,0
40360,0
24456,0
34094,0
7280,0
38820,0
3524,0
24113,0
1715,0
39365,1
37913,0
2807,0
10121,1
6351,0
24476,0
37418,1
8004,0
24480,0
15166,0
10734,0
4013,0
39761,0
30758,0
11365,0
37681,0
37642,0
38536,1
29345,0
18934,0
11291,0
37405,0
27726,1
40678,0
34630,0
35656,0
38642,0
29915,0
1550,0
40878,0
28719,0
27673,0
2450,0
18777,0
15538,0
857,0
33383,0
40952,1
37754,1
17919,0
4117,0
35968,0
24664,0
13252,0
34803,0
27671,0
4260,0
38483,0
33926,0
18005,0
5537,0
15821,0
28826,0
22370,0
16182,0
25769,0
4305,0
5696,1
37730,1
30006,1
20236,0
37350,0
24824,0
7803,0
12277,0
31018,0
37658,0
18373,0
32354,0
26720,0
12686,0
18464,0
32232,0
13828,0
18647,0
27707,1
27788,0
11281,0
6753,0
39691,1
250,0
23998,0
18656,0
29682,0
9499,0
216,0
11295,0
16608,0
11943,0
37980,1
35505,0
10388,0
28775,0
36529,0
9546,0
5424,0
29827,0
18210,0
12863,0
40139,1
20343,0
34691,0
18643,0
33418,0
40984,1
19301,0
23910,0
761,0
28012,0
24128,0
20530,0
14906,0
33876,0
12147,0
20093,0
20220,0
6474,0
25150,0
28912,0
9731,0
14694,0
28790,0
16300,0
26860,0
33787,0
8711,0
2774,1
20179,1
1173,0
31987,0
30044,1
29828,0
3016,0
24611,0
5712,0
23901,0
34687,0
9093,0
24278,0
14817,0
241,0
9823,0
27173,0
32978,0
33711,0
9298,0
38099,1
28013,0
32113,0
33589,0
12759,0
36380,0
24606,0
912,0
27626,0
6,0
14087,0
31111,0
28862,0
38079,0
14548,1
20880,0
31450,0
4674,0
19358,0
22953,0
24812,0
8812,0
16730,0
8059,1
25050,0
24426,0
13487,0
30930,0
12076,0
27851,1
41138,0
4626,0
494,0
23902,0
7874,0
32798,0
36878,0
18866,0
552,0
32553,0
28738,0
1707,0
38956,0
45,0
39622,1
1464,0
21328,0
1856,0
34990,0
35222,0
15533,0
3510,0
6694,0
17750,0
30756,0
21240,0
8488,0
38723,0
25796,0
35201,0
4052,0
12960,0
26599,0
13680,0
20398,0
39306,1
2457,0
36248,0
39486,0
39641,1
27102,0
3703,0
38152,0
7002,0
15492,0
36057,0
1231,0
12998,0
37617,0
32197,0
30914,0
35647,0
31948,0
24073,1
28123,0
26906,0
19293,0
631,0
10891,0
21324,0
29165,0
34387,0
1127,0
7361,0
12438,0
6574,0
10490,0
26543,0
14375,0
36215,1
20970,0
30390,0
25316,0
2481,0
24993,0
18848,0
30611,0
36499,0
30563,0
5314,0
16515,0
17743,1
15376,0
2263,0
36328,0
21729,0
3147,0
40817,0
18733,0
32985,0
17275,0
30692,0
30309,0
20972,0
9480,0
7079,0
33866,0
32997,0
2482,0
37402,0
10502,0
29869,0
41091,0
6044,0
16947,0
4864,0
8778,0
29220,0
8237,0
17839,0
30355,0
15656,0
16324,0
34488,0
11300,0
11461,0
29764,0
19231,1
22410,1
13187,0
31936,0
7411,0
37434,0
40764,1
40597,0
12259,0
11883,0
20800,0
6422,0
15236,0
21600,0
3715,0
27451,0
32135,0
39991,0
20466,0
4325,0
14545,0
6906,0
32613,0
5672,0
23956,0
29846,0
40064,0
36412,0
7568,1
21664,0
17116,0
18634,0
28096,0
3979,0
3682,0
19032,1
28011,1
38509,0
8510,0
36957,0
5366,0
28239,0
27061,0
31337,0
10727,0
3556,0
32846,0
29562,0
19348,0
35538,1
15000,0
35048,0
10445,0
12086,0
28117,0
3717,0
25853,0
36362,0
31631,0
179,0
27822,1
21451,0
21122,0
29772,0
14649,0
3993,0
30053,1
8127,1
37926,1
18133,0
16229,0
1376,0
16662,1
22821,0
5003,0
34240,0
30753,0
17106,0
32305,1
2427,0
41155,1
20131,0
32755,0
25439,0
21866,0
15401,0
24854,0
7548,0
37982,1
16097,0
34134,0
14070,1
30455,1
27593,0
41139,0
24397,0
32890,0
1631,1
10237,0
10269,0
24643,0
8598,0
3079,0
29559,0
30108,1
37016,1
16403,0
4641,0
38253,0
36737,0
16224,0
2741,0
13413,0
4348,0
25989,0
21249,0
10037,0
25492,0
31254,0
21535,0
26936,1
10895,0
13640,0
2102,0
36116,0
31096,0
26857,0
23915,0
4120,0
11406,0
31867,0
41051,0
15901,0
40488,1
16482,0
16731,0
31562,0
971,0
13525,0
16697,0
35150,0
41088,0
18677,0
38005,1
3109,0
658,0
9125,0
1908,0
36621,0
11063,0
17545,1
7172,0
27324,0
18990,0
9294,0
9409,0
22123,0
39304,1
30282,1
10840,0
15031,0
10810,0
13637,0
8532,1
19212,0
29472,0
1428,0
19372,0
26541,0
38661,0
21980,0
3107,0
10,0
14378,0
3885,0
14434,0
37954,1
11011,0
11574,0
39496,0
11751,0
4581,0
6566,0
2236,0
24277,0
27293,0
30623,1
32863,0
5693,0
18535,0
19638,0
30891,0
40476,1
39934,1
7375,0
29895,0
15926,0
22498,0
7821,0
20365,0
17893,0
33102,0
11900,0
19995,0
7437,0
5327,1
27721,1
13204,0
12080,0
32121,0
39247,0
14083,0
18389,1
32511,0
2841,0
16341,0
4553,0
9986,0
22031,0
21379,0
7812,0
33323,0
17447,0
8928,0
29440,1
21720,0
41068,0
27634,0
20981,0
37665,0
4643,0
30796,0
28656,0
32887,0
33791,0
33193,0
32682,0
3140,0
34961,0
19766,0
25282,0
2444,0
20866,0
38139,1
2572,0
12529,0
14465,0
25113,0
34416,1
22457,0
25183,0
27616,0
25545,0
33914,0
20057,0
37486,0
40849,0
37725,0
36231,0
24256,0
12933,0
1476,0
18311,1
24803,0
39146,0
28576,0
12087,0
24479,0
14993,0
39891,1
35599,0
32366,0
363,0
2658,0
23342,0
31493,0
20075,0
25134,0
20709,0
22002,0
24319,0
31925,0
31242,0
38351,0
5094,0
6345,0
24957,0
12715,0
32623,0
9316,0
26743,0
7520,0
36569,1
2997,0
27476,0
24847,0
5551,0
27585,0
19594,0
105,0
3182,1
34755,0
20771,0
28487,1
21123,1
38699,1
16243,0
35204,0
19329,0
37029,0
15597,0
27547,0
31378,0
1299,0
5818,0
32067,0
24257,0
28358,0
8354,0
21398,0
34833,0
27796,1
21434,0
37566,0
30484,1
24413,0
3685,0
20503,0
19908,0
37303,0
14764,0
31717,0
37764,0
7383,0
14840,0
28892,0
23344,0
37126,1
22317,0
39605,0
15161,0
2207,0
38098,1
10986,0
34424,0
24149,0
14763,0
30315,0
12508,0
32646,0
31918,0
31988,0
31673,0
582,0
32772,0
3240,0
22769,0
39953,1
25823,0
2645,0
21073,0
11441,1
27825,1
14602,0
13282,0
38946,1
36120,1
25296,0
1262,0
39524,1
29073,0
17085,0
25517,1
1068,0
14366,0
22955,0
21749,0
3573,1
4784,0
28290,0
23542,0
19789,0
28622,0
13297,0
36317,0
38767,0
20455,0
32497,0
6056,0
19520,0
8541,0
17791,0
13268,0
37356,0
2173,0
11312,0
35343,0
9805,0
37116,0
35254,0
27923,1
28066,0
12877,0
29542,0
8943,0
13478,0
9951,0
3474,0
29380,0
14347,0
14241,0
15079,0
28062,0
22131,0
40093,1
25696,0
17484,0
40774,0
3134,0
33221,0
17784,0
3315,0
8571,0
37074,0
23500,1
39233,0
28581,1
11054,0
2886,0
25557,0
32920,0
39639,0
30965,1
2559,0
14457,0
17151,0
28466,1
17857,0
5159,0
16531,0
22554,0
27915,0
26117,0
1099,0
26475,0
31920,1
12516,0
4237,0
28758,0
25574,0
2988,0
10365,0
33683,0
11507,0
5187,0
2098,0
31321,0
38470,1
29130,0
26765,0
34808,0
21292,0
35821,0
34962,1
10292,0
13466,0
34354,0
10022,0
12011,0
5770,0
26576,0
10568,0
34956,0
16529,0
35307,0
40663,1
36763,1
13460,0
35912,0
3339,0
16414,0
32982,0
15962,0
25119,0
20193,0
8491,0
11031,0
9094,0
36841,0
2212,0
31382,0
6463,1
29339,0
19467,0
37069,0
1225,0
26134,0
8535,0
14006,0
34206,0
10140,0
28413,0
15616,0
25411,0
3686,0
36816,0
23330,0
35514,0
40170,0
27012,0
16975,0
17166,0
2797,0
7408,0
13899,0
39278,0
39974,0
26061,0
25306,0
8971,0
16259,0
25466,0
23447,0
134,0
9355,0
35135,0
11354,0
10441,0
16879,1
29059,0
36379,0
14149,1
22349,0
18165,1
4815,0
37934,0
35242,0
15140,0
40948,0
33944,0
27636,0
33256,0
7452,0
19919,0
32962,0
27104,0
3241,0
14238,0
34781,0
8882,0
13212,0
18184,0
35409,0
829,0
10728,0
5975,1
17289,0
14805,0
17487,0
1811,0
40448,0
37286,0
34865,0
38428,1
8212,0
27613,0
34338,0
24515,0
39929,0
4228,0
18529,0
36625,0
8729,0
7775,0
3639,0
26478,0
33079,0
24248,0
39045,1
32306,0
19261,0
18718,0
21722,0
8194,0
40876,1
23803,0
31313,0
35634,0
23728,0
21343,1
14011,0
215,0
39775,1
20524,1
38289,0
5675,0
23968,0
30598,1
27433,0
39252,1
28319,0
38736,0
30916,0
3236,0
34716,1
31722,0
758,0
39140,1
31721,0
40120,0
499,0
28356,0
27327,0
30085,1
8762,0
18706,0
24019,1
12493,0
8981,0
4514,0
26876,0
11867,0
7689,0
32886,0
12716,0
33384,1
27411,0
32131,0
11940,0
4911,0
14136,0
2565,0
20159,0
30048,1
21263,0
13998,0
40467,1
25643,1
4330,0
31724,0
38021,1
11205,0
21912,0
5924,0
12591,0
27677,0
1614,0
18770,1
19674,0
32728,0
10989,0
40238,0
25702,0
21262,0
31629,0
31089,0
22961,0
38135,0
26929,0
2414,0
26810,0
27351,0
19941,0
23584,0
11036,0
20405,0
12387,0
22133,0
34109,0
3243,0
23214,0
14795,0
19746,0
8133,0
7971,0
22484,0
25891,0
9645,0
25144,0
18919,0
24956,0
16136,0
26747,0
16410,0
230,0
37100,0
19723,0
12160,0
29497,0
14575,0
34674,0
34518,0
39541,0
40779,0
13493,0
27479,0
16669,0
16659,0
19470,0
36761,1
10466,0
34444,0
33676,0
35548,0
32097,0
34861,0
17629,0
14776,0
16396,0
12258,0
22355,0
23923,0
18367,0
32891,0
11144,0
18134,0
28083,0
19634,0
6166,0
6248,0
21920,0
1723,0
6625,0
5101,0
12013,0
18510,0
24976,0
1815,0
19391,0
10513,0
37639,0
38293,0
28168,0
17225,0
31619,0
9340,0
30454,0
7873,0
32783,0
17951,0
7266,0
14941,0
12977,0
28782,0
19587,0
40109,1
15768,0
24839,0
14519,0
11832,0
30691,0
15876,0
18949,0
14388,0
10944,0
36777,0
21109,0
29861,0
2672,0
12495,0
32117,0
27698,0
31601,0
14513,0
295,0
24883,0
37869,0
21454,0
12198,0
13796,0
18991,0
17815,0
31197,0
13884,0
34202,0
29215,0
14180,0
35844,1
4861,0
15743,0
22879,0
15727,0
10689,0
27997,1
10223,0
7208,0
14584,0
14723,0
6176,0
11330,0
16199,0
9516,0
35410,1
38322,0
17491,0
16921,0
34313,0
10493,0
34937,0
5713,0
39686,1
4909,0
12224,0
8358,0
25305,0
9349,0
18686,0
3071,0
13393,0
15309,0
34510,0
2610,0
21111,0
22847,0
14495,0
40453,1
1861,0
19518,0
27813,1
4678,0
27557,0
8226,0
14922,0
39214,1
32847,0
8800,0
38223,0
2845,0
38636,1
31636,1
23675,0
38003,1
36186,0
9533,0
35975,0
6988,0
21642,0
36059,0
20792,0
18839,0
38465,0
27184,0
9714,0
23993,0
2195,0
1155,0
13165,0
12641,0
23221,0
27156,0
20814,0
30983,0
3781,0
24581,0
5374,0
11448,0
21241,0
36058,0
15249,0
15737,0
32421,0
12753,0
39193,1
38185,1
3606,0
36820,0
27749,1
22999,0
33580,0
41113,0
35487,0
22587,0
7229,0
40123,1
16285,0
3832,0
6761,0
23076,0
676,0
16735,0
26156,0
9566,0
27353,0
14095,0
40196,1
38443,0
2648,0
36880,1
2100,0
40191,1
23527,0
21641,0
21769,0
30353,1
1516,0
25271,0
25660,0
6708,0
13875,0
14090,0
34395,0
27203,0
20679,0
31274,0
8301,0
13006,0
4712,0
11713,1
13642,0
11878,0
10105,0
10234,0
34139,0
16556,0
34717,0
20432,0
7658,0
2411,0
19280,0
28682,0
1087,0
23666,0
22442,1
35979,0
27759,0
17837,0
26218,0
21289,0
13216,0
36640,1
24520,0
7858,0
22211,0
34027,0
4970,0
8407,0
18037,0
14824,0
38562,0
16161,0
7610,1
10536,0
10338,0
9817,0
21404,0
33570,0
32496,0
7299,0
12906,0
16880,0
34729,1
34485,0
34849,0
11231,0
18823,0
26626,0
15556,0
13870,0
31268,0
34319,0
30966,0
35734,0
6597,0
24501,0
20019,0
38938,0
39679,0
38513,1
35407,0
14916,0
19679,0
38187,0
16758,0
29833,0
39479,1
39446,1
7363,0
40511,0
20982,0
29305,0
2266,0
19444,0
26617,0
34344,0
8347,1
28120,0
26339,0
20291,0
19906,0
5793,0
30932,0
41033,1
33881,0
27769,0
4990,0
11859,0
16696,0
9020,0
37094,1
28855,0
17468,0
36283,1
22011,0
20723,1
31902,0
23844,0
36169,0
25331,0
38341,0
15172,0
25722,0
21041,0
34252,0
32401,0
17929,0
32711,0
28086,0
38149,0
8728,0
29650,0
39517,1
37038,0
25414,0
27507,0
11437,0
28350,0
36264,1
19925,0
27971,0
18285,0
18347,0
40877,0
8878,0
22615,0
19707,0
37569,0
25744,0
18660,0
7064,0
28703,1
2074,0
16987,0
39129,1
37876,0
26017,0
30577,1
23929,0
994,0
5570,0
18006,0
14270,0
7483,1
31672,0
23265,0
21075,0
31880,0
29534,1
37429,0
22556,0
29551,0
31550,0
12116,0
28288,0
19667,0
15713,0
27303,0
26759,0
27170,1
39271,1
36536,0
39632,1
17419,0
16265,0
19439,0
29703,0
16334,0
22045,0
35970,1
11765,0
505,0
15781,0
38784,1
17237,0
14622,0
2804,0
6217,0
4278,0
36080,0
40176,1
7474,0
1993,0
11190,0
33150,0
32632,1
11156,0
27979,0
8387,0
15245,0
39508,0
22508,0
39478,1
35465,0
39728,1
33141,1
28296,0
32158,0
25923,0
14233,0
22770,0
3434,0
32833,0
15875,0
6698,0
24945,0
28632,0
35737,0
32704,1
26991,0
5030,0
33389,0
33526,0
6962,0
12597,0
33680,0
6389,0
16683,0
14212,0
10551,0
1022,0
4319,0
30592,0
15085,0
32179,1
8424,0
5282,0
3591,0
21874,0
15083,0
11942,0
39955,0
11090,0
25073,0
29037,0
37918,1
8017,0
29325,0
30857,0
14355,0
8154,0
18477,0
27397,1
35607,0
7247,0
31126,0
1995,0
40033,1
30136,1
28166,1
27405,0
41020,0
5458,0
16082,0
38540,1
26394,0
33892,0
33976,0
18461,0
15075,0
9213,0
28261,1
31384,0
37467,0
34897,0
32727,0
25265,0
22428,0
16376,0
12644,0
2968,0
23870,0
25943,0
20677,0
25292,0
17681,0
34722,0
28178,0
2073,0
246,0
4708,0
6307,0
2180,0
6452,0
36511,0
5578,0
36754,0
36292,0
19565,0
3086,0
30494,0
11816,0
21108,0
25699,0
31037,0
10550,0
8917,0
26390,0
4995,0
17455,0
7392,0
403,0
38542,1
35668,0
961,0
12547,0
1105,0
10154,1
12517,0
6541,0
1626,0
22332,0
39999,1
31899,0
10724,0
38895,1
5980,0
8642,0
4829,0
2630,0
11124,0
16331,0
574,0
28398,0
23583,0
1338,0
16944,0
13693,0
29062,0
27943,0
20081,0
19252,0
28455,0
8020,0
20547,0
31236,0
9103,0
5007,0
4411,0
38239,0
1666,0
40318,0
27866,0
29229,0
21833,0
17989,0
5012,0
27867,1
9747,0
24422,0
9296,0
30185,1
20998,0
22295,0
14155,0
25405,0
28147,0
31679,0
25750,0
2814,0
31101,0
40683,1
3977,0
2341,0
13908,0
9502,0
14860,0
9804,0
26933,0
26344,0
18559,0
4229,0
31888,0
30412,1
18926,0
8305,0
5416,0
19971,1
16079,0
15254,0
26379,0
39475,1
12755,0
38210,0
22419,0
26241,0
14318,0
12515,0
30082,0
26603,1
19527,0
36566,0
9184,0
1074,0
29328,0
24266,0
40015,0
32001,1
6145,0
1373,0
4263,0
15772,0
8690,0
19841,0
9767,0
10467,0
3274,0
29272,1
20330,0
18986,0
24304,0
2249,0
25082,0
18545,0
3008,0
7808,0
25227,0
2884,0
10862,1
6007,0
25096,0
21016,0
33682,0
2934,0
24299,0
34706,0
12380,1
8400,0
16297,0
20546,0
17675,0
6327,0
25181,0
14306,1
32951,0
40596,1
27695,0
9865,0
10713,0
12484,0
449,0
24939,0
25371,0
16102,0
23061,0
34660,0
19883,0
14207,0
40195,0
3881,0
30380,0
24173,0
40548,1
23182,0
33678,0
17714,1
31114,0
11316,0
18746,0
19483,0
6146,0
10230,0
11997,0
26662,1
13608,0
27474,0
37236,1
33737,0
7033,0
19893,0
38243,1
16747,0
160,0
14454,0
24269,0
33009,0
5407,0
8442,0
14027,0
16077,0
10524,0
34216,0
12964,0
5865,0
34655,0
26428,0
23466,0
40373,1
26762,0
22335,0
10816,0
40375,1
30126,1
5220,0
20480,0
5042,0
25862,0
10795,0
19539,0
36868,0
14020,0
33516,0
21245,0
16835,0
12505,0
13927,0
24189,0
8022,0
292,0
10819,0
30843,0
39152,0
14558,0
26426,0
29681,0
20857,0
36459,0
5501,0
1690,1
26459,1
5404,0
20722,0
10043,0
36789,0
28928,0
38429,1
30172,1
14142,0
27814,1
26696,0
16018,0
28773,0
19213,0
12546,0
23421,0
20437,0
34806,0
27226,0
24971,0
29053,0
27142,0
20125,0
12056,0
26524,0
15275,0
31845,0
31457,0
25876,0
24395,0
37238,0
29127,0
39320,1
19246,1
28689,1
22799,0
12488,0
4539,0
2949,0
21764,0
6035,0
17557,0
22448,0
16048,0
3918,0
34929,0
2139,0
40528,1
4307,0
39810,0
8682,0
30233,0
32172,0
2269,0
30912,0
4954,0
36106,0
14295,0
40355,1
39926,0
30760,0
10682,1
28434,0
10738,0
2943,0
15576,1
40706,1
39015,1
32761,0
32164,0
11715,0
12127,0
9200,1
25375,0
37084,0
8316,0
37222,0
16635,0
24924,0
7107,0
29581,0
21396,0
19621,0
38027,1
3716,0
399,0
40529,0
8698,0
39958,1
33860,0
33247,0
40679,0
36718,0
11373,0
39658,1
6258,0
26851,0
25176,0
22200,0
37502,0
7939,0
40619,0
36846,0
18810,0
22968,0
14934,0
10168,1
25667,0
25563,0
38340,1
9478,0
17501,0
1284,0
30854,0
27782,0
4655,0
1882,0
37458,1
2294,0
38591,0
6812,0
425,0
35145,0
31107,0
37388,1
16769,0
29905,0
146,0
15451,1
4633,1
1504,0
10106,0
29862,0
29005,0
31850,0
32816,0
36343,0
34466,0
36961,1
7552,1
32111,0
773,0
21326,0
34169,0
316,0
18140,0
39996,0
2126,0
8103,0
14344,0
34740,0
15847,0
37554,0
21424,0
19305,0
2385,0
27209,1
35556,0
28241,0
9980,0
4870,1
28369,1
521,0
34494,0
27361,0
18289,0
10435,0
39416,1
1069,0
40541,1
37325,0
23231,0
40608,0
106,0
22943,0
31284,0
9389,0
16811,0
10748,0
28636,0
5111,0
5196,0
37808,1
15002,0
19681,0
4555,0
38426,1
26286,0
39793,0
13898,0
12932,0
25778,0
20653,0
35250,0
29963,0
20318,0
6507,0
32958,0
28594,0
32657,0
579,0
27612,0
9576,0
13543,0
30981,1
31889,0
10069,0
13224,0
1807,0
35925,1
30433,0
9241,0
33878,0
19685,0
32634,0
14762,0
1927,0
7791,0
19035,0
37575,0
20992,1
29120,0
20108,0
38047,0
40600,1
25985,0
1370,0
19173,0
32677,0
15365,0
17986,0
25616,0
22030,0
9471,0
33415,0
18349,0
26160,0
19148,0
17109,0
30137,1
3094,0
9556,0
4053,0
40221,0
10914,0
19678,0
11621,0
10503,0
13169,0
7773,0
30183,1
24644,0
8267,0
27213,0
37152,0
38708,1
4222,0
39546,0
28940,0
7856,0
24201,1
7236,0
8738,0
34229,0
3431,0
8774,0
26589,0
3244,0
17726,0
17526,1
38777,1
24952,0
40760,0
22648,0
16514,0
9043,0
3936,0
21868,0
16168,0
35127,0
37358,0
16641,0
3940,0
30111,0
15035,0
36824,1
17631,0
12922,0
2940,0
11851,0
35029,0
26656,0
1153,0
8610,0
36276,0
22032,0
9842,0
20694,0
40297,1
29763,0
33564,0
18925,0
10071,0
23808,0
13021,0
3289,0
9419,0
1223,0
37623,0
40910,0
18032,0
20378,0
25635,0
16501,0
20278,0
8482,0
32412,0
37970,0
9538,0
36730,1
3198,0
37648,1
27430,0
17599,0
35552,0
40990,1
1523,0
28646,0
37492,1
11040,0
31312,0
38679,1
34884,0
24667,0
22267,0
27148,0
1455,0
11731,0
4616,0
31422,0
28977,0
10151,0
19855,0
9730,1
21990,0
19313,0
2304,1
34282,0
18336,0
27316,0
24143,0
17292,0
7173,0
35994,1
14308,0
39199,1
3561,0
5873,0
32685,0
24027,1
36156,0
39616,0
21121,0
26685,0
5445,0
23133,0
11763,0
24183,0
34268,0
8889,0
17650,0
8459,0
4144,0
34388,0
40235,1
7909,0
28424,0
38881,1
10009,0
28768,0
9838,1
27497,0
17489,0
33090,0
10775,0
37348,1
18065,0
2551,0
14161,0
36190,0
13019,0
14316,0
14172,0
24732,0
2057,0
6129,0
14330,0
12067,0
29949,0
36960,1
26651,0
23736,0
2490,0
25311,0
36505,0
15786,1
4765,0
26553,0
24214,0
13943,0
10833,0
36967,1
5387,0
24511,0
5796,0
23433,0
26516,0
7385,0
31172,0
30991,0
37599,0
27967,0
22025,0
882,0
8340,0
1983,0
9995,1
15283,0
6741,0
1353,0
32212,0
3179,0
39945,0
35828,0
40213,1
11207,0
35725,0
11666,0
7330,0
17228,0
9281,0
35189,0
18766,0
7225,0
34353,0
1972,0
2543,0
7599,0
16286,0
31159,0
15388,0
30468,0
38889,0
1251,0
22708,0
14275,0
12798,0
10015,0
14005,0
29745,0
21588,0
16173,0
926,0
33028,0
16705,0
32044,0
35262,0
41031,1
15230,0
29992,1
37349,0
9006,0
9520,0
16002,0
14812,0
26652,0
21022,0
25301,0
28670,0
7789,0
21064,0
21621,0
2677,0
27999,0
14835,0
7109,0
32264,0
12997,0
7270,0
12218,0
26421,0
16920,0
15452,0
6995,0
4897,1
1946,0
17168,0
38368,0
10979,0
39162,1
40310,0
24138,0
39172,0
34056,1
38541,1
17748,0
21700,0
10892,0
37010,0
729,0
30002,0
8216,0
36565,1
15897,0
37205,1
13611,0
3437,0
20621,1
24297,0
11726,0
15371,0
37039,0
21199,0
3419,0
2651,0
4475,0
9743,0
35140,0
36353,0
40926,1
23029,0
14349,0
15499,0
28299,0
18137,0
11013,1
28658,0
32035,0
3310,0
12572,0
36448,1
28410,0
40173,0
11874,0
4408,0
11491,0
21163,0
22525,0
16,0
37276,0
7113,0
32189,1
3470,0
5717,0
26877,0
4028,0
20025,0
9745,0
19064,0
12884,0
31272,0
3906,0
731,0
36236,1
7115,0
2026,0
34637,0
11166,0
16253,0
20308,0
3596,0
25151,0
5070,0
26502,0
27605,0
36354,0
40341,1
40775,0
37563,1
4267,0
39019,0
